run,retirement-ages,pension-replace-scale,mpc-income,consumer-choices,job-applications,Unemployment,GDP Growth,Inflation,Pension Growth
1940,173,0.6,0.85,3,5,0.01619828136666917,0.0010209441804027602,0.001252302983509974,-0.044484875785045175
1941,173,0.6,0.85,3,5,0.016873932350850735,4.0839892495376804e-05,0.0018358672789304008,-0.02801700575768038
1942,173,0.6,0.85,3,5,0.012859231299507229,0.0007608769799386727,0.0011478375064289297,-0.03789013340817171
1943,173,0.6,0.85,3,5,0.016418356029421485,0.0004132343956390502,0.001766844519984987,-0.03749545229323857
1944,173,0.6,0.85,3,5,0.014985823274141321,0.0003416135523180689,0.001866799270588997,-0.03041024126465773
1945,173,0.6,0.85,3,5,0.017193490544191135,-0.0003999220224600375,0.001972931959229131,-0.030985970511339014
1946,173,0.6,0.85,3,5,0.015098399776612597,0.0003846493540054099,0.0017861963775336273,-0.03463644779457954
1947,173,0.6,0.85,3,5,0.015692336212752338,0.00036676456733982963,0.0015949497246874607,-0.03416311119008482
1948,173,0.6,0.85,3,5,0.014486128729481625,0.0009415290910569389,0.0012928385911546208,-0.03529280716683913
1949,173,0.6,0.85,3,5,0.018877917471826922,0.00022738960757668277,0.0018300454807331076,-0.029556598596350372
1950,173,0.6,0.85,3,5,0.01780968224452396,0.0006778483325241804,0.0018002434625566104,-0.030515830588349502
1951,173,0.6,0.85,4,3,0.020130372916986668,0.0006117686194072808,0.0017547115923983497,-0.03729923048277327
1952,173,0.6,0.85,4,3,0.01717788315164914,0.0007176590556721404,0.0022384175468236943,-0.024285430941427006
1953,173,0.6,0.85,4,3,0.015269120315404361,0.0005203051852005967,0.0010574322169208841,-0.03516870482819004
1954,173,0.6,0.85,4,3,0.02002165974952847,0.000797115531472143,0.0021323838371208417,-0.03964963103436943
1955,173,0.6,0.85,4,3,0.01744356948858426,0.000680062127284127,0.0011318796763913348,-0.02393460273556663
1956,173,0.6,0.85,4,3,0.021103845465044326,0.0006939523314121747,0.001750215206283812,-0.03425136573949097
1957,173,0.6,0.85,4,3,0.020024414723274497,0.0005677785829006142,0.0021344387220230245,-0.03386769430818042
1958,173,0.6,0.85,4,3,0.019676875828485648,0.0006924088721301947,0.0018672130949989574,-0.03385809947807434
1959,173,0.6,0.85,4,3,0.016911633398987352,0.0005483261590327844,0.001778623959268063,-0.05217346235569218
1960,173,0.6,0.85,4,3,0.019610780366697153,0.000628904685760741,0.002246186671483515,-0.0456911661911412
1961,173,0.6,0.85,4,3,0.018313048287900705,0.0006755169898996253,0.001432247178943456,-0.03477184052412052
1962,173,0.6,0.85,4,3,0.016913608444717062,0.0005212557402760028,0.0016506129221080517,-0.040954353565495635
1963,173,0.6,0.85,4,3,0.01707478666744392,0.0006833550690409837,0.0013821207374577153,-0.03204831116389918
1964,173,0.6,0.85,4,3,0.016292289264825392,0.0009749530590186749,0.0015609634373430193,-0.03947848310923165
1965,173,0.6,0.85,4,3,0.01614050043314606,0.0005909515799132971,0.0013643179510559747,-0.035649445967832386
1966,173,0.6,0.85,4,3,0.016120731452060704,0.000634195622246204,0.0013614874495476914,-0.03481296752234941
1967,173,0.6,0.85,4,3,0.01609566167554773,0.0005862562366040847,0.0016274076423349393,-0.0446766401769019
1968,173,0.6,0.85,4,3,0.018964302143453904,0.0005623613049629576,0.0018834303255777303,-0.03520313110899894
1969,173,0.6,0.85,4,3,0.015021589545616706,0.0007942020323934183,0.0010950732143143735,-0.036834115176197196
1970,173,0.6,0.85,4,3,0.020497324433185894,0.00045163545336945334,0.0022514028245437696,-0.03913173629533308
1971,173,0.6,0.85,4,3,0.021651059048363314,0.0004051820056973996,0.0022616385352121145,-0.025791847610629155
1972,173,0.6,0.85,4,3,0.020804421210099292,0.000584702512173891,0.001826448472596681,-0.04380958475161547
1973,173,0.6,0.85,4,3,0.0163481537046904,0.000775117375121071,0.0017296477054338428,-0.031308126641148314
1974,173,0.6,0.85,4,3,0.015366216953451948,0.0006633437251941993,0.0013475878713769185,-0.048538038869154025
1975,173,0.6,0.85,4,3,0.016236347062639732,0.0007862027446365329,0.001392910810285981,-0.05436690431181247
1976,173,0.6,0.85,4,3,0.015153349015208501,0.0007550969260920294,0.0014401918581591134,-0.03863334269265087
1977,173,0.6,0.85,4,3,0.015289469174440328,0.0006711873309249705,0.0013920857675609217,-0.037460913236767125
1978,173,0.6,0.85,4,3,0.01646535360864144,0.00043702115584860334,0.0011923250163465896,-0.028614765667962744
1979,173,0.6,0.85,4,3,0.019787979774143087,0.0006045850317915778,0.0017083426144349962,-0.03339729582453489
1980,173,0.6,0.85,4,3,0.017090853624076273,0.0007367541091662474,0.001480300872691374,-0.04234709867904061
1981,173,0.6,0.85,4,3,0.017962993520216984,0.0005384825408843621,0.0019323737909495212,-0.03307617987183449
1982,173,0.6,0.85,4,3,0.016505260606895247,0.0007229402709310077,0.0016506380336549094,-0.0267230428163368
1983,173,0.6,0.85,4,3,0.01748486019819036,0.0008003386538625531,0.0018761115304458276,-0.03307708094210022
1984,173,0.6,0.85,4,3,0.016860970068377168,0.0007354050253438091,0.0013673763041273754,-0.029254744274990807
1985,173,0.6,0.85,4,3,0.01482300126366452,0.0006785019303714092,0.0012584347267995289,-0.04013169249628146
1986,173,0.6,0.85,4,3,0.020586146026418447,0.0006085652967907204,0.0022552752523311665,-0.03283427014775591
1987,173,0.6,0.85,4,3,0.018478652702908462,0.0005756295418227686,0.0016754562811128412,-0.03962315551288163
1988,173,0.6,0.85,4,3,0.016621668537707197,0.0006180390894413599,0.0016206517320375047,-0.02392868517423686
1989,173,0.6,0.85,4,3,0.020716440915759287,0.0008582025404218904,0.002038628941742689,-0.04350263707256234
1990,173,0.6,0.85,4,3,0.020292091818898576,0.0006162042070527431,0.001940377042075041,-0.035775661369039896
1991,173,0.6,0.85,4,3,0.018765564808689277,0.0010230674753013663,0.0014150256367767443,-0.03907765068901685
1992,173,0.6,0.85,4,3,0.01581081453923756,0.0006906972922348546,0.0008610391588442154,-0.02668106546672751
1993,173,0.6,0.85,4,3,0.020375602560833796,0.0006019094601061426,0.001729606501304088,-0.03438623199846019
1994,173,0.6,0.85,4,3,0.017105736941217236,0.0007702169784556231,0.0015785745139481678,-0.043875534316655314
1995,173,0.6,0.85,4,3,0.014454407830965733,0.00040858932990186727,0.0016927160850737579,-0.04853572837995646
1996,173,0.6,0.85,4,3,0.016451534011238608,0.0005168696971030779,0.0017914429002095227,-0.04070905205966746
1997,173,0.6,0.85,4,3,0.016892156959726165,0.000920930470460445,0.001371942084251973,-0.038936094076913674
1998,173,0.6,0.85,4,3,0.01657062760665824,0.0005027889881287695,0.001117885144552381,-0.031582547986406626
1999,173,0.6,0.85,4,3,0.018538505459979017,0.000716115457750041,0.0019166227372246602,-0.034082628584752216
2000,173,0.6,0.85,4,3,0.01690538771638322,0.0006857147769174601,0.002182147516436288,-0.036990978969339026
2001,173,0.6,0.85,4,4,0.015807470483529075,0.000617285204628586,0.0018897784701675685,-0.027645413064824074
2002,173,0.6,0.85,4,4,0.015317410228315276,0.0007952415286908914,0.0017417087334465453,-0.02123867352264056
2003,173,0.6,0.85,4,4,0.013987765944710445,0.0007526231242647906,0.0013907770407930369,-0.03934825506435658
2004,173,0.6,0.85,4,4,0.013504776072031727,0.0006715117070778341,0.0023650208788435043,-0.039420226838651554
2005,173,0.6,0.85,4,4,0.013016639427214066,0.0006675997239963428,0.0018994292255350713,-0.04619913626964676
2006,173,0.6,0.85,4,4,0.016871634118090915,0.0007321319910500281,0.002204017535944554,-0.02709875883073258
2007,173,0.6,0.85,4,4,0.013412010023555104,0.0005307385928438139,0.0013026958687906184,-0.036296416917386186
2008,173,0.6,0.85,4,4,0.012534443670095246,0.0005342151587941002,0.0010759646485562807,-0.04597712895440227
2009,173,0.6,0.85,4,4,0.01274404527613159,0.0007932734506393878,0.0012290322586206604,-0.0370148310682341
2010,173,0.6,0.85,4,4,0.012540627155749513,0.0008520621662619218,0.001293053581834209,-0.02922090496876983
2011,173,0.6,0.85,4,4,0.01711373638757985,0.0007018786958324035,0.002102642247162679,-0.03299237722394824
2012,173,0.6,0.85,4,4,0.015459902117689,0.0008687522230607988,0.0018189432861256945,-0.04594332440576894
2013,173,0.6,0.85,4,4,0.01621962835853504,0.00079556772022471,0.0017311129539636938,-0.03527248224856475
2014,173,0.6,0.85,4,4,0.015521532456723452,0.0006099448642521001,0.0018038095644882415,-0.03643223594595777
2015,173,0.6,0.85,4,4,0.01386933405005994,0.0008118441989466462,0.001601849111142089,-0.03487214125579745
2016,173,0.6,0.85,4,4,0.01819069458663029,0.000593979663967891,0.0018474306288121325,-0.027113478736640526
2017,173,0.6,0.85,4,4,0.017207429759135924,0.00082328576985917,0.0017238382806914893,-0.03722189912925286
2018,173,0.6,0.85,4,4,0.013350078997992038,0.0009094184237679725,0.0013773223282317767,-0.03732843042960362
2019,173,0.6,0.85,4,4,0.013668306883550923,0.0006443858248217312,0.001709099342878377,-0.041498499547908366
2020,173,0.6,0.85,4,4,0.012628416655987611,0.0007873336362542716,0.0017570149487791365,-0.034913041803261824
2021,173,0.6,0.85,4,4,0.014471585273809793,0.0008589140079058996,0.0021457268171000804,-0.029824852380585742
2022,173,0.6,0.85,4,4,0.014611840594452846,0.0007224644022540089,0.0013920841226250818,-0.03888485210506076
2023,173,0.6,0.85,4,4,0.01226736547380428,0.0008908783269097441,0.0013611187979144482,-0.03053367081041257
2024,173,0.6,0.85,4,4,0.012489815509535498,0.0007496061656155923,0.0012865088152594975,-0.03537929367045052
2025,173,0.6,0.85,4,4,0.015371023578549711,0.0009753890947089341,0.0014907869914423779,-0.03830732959377482
2026,173,0.6,0.85,4,4,0.013210546960173824,0.0005169068872239054,0.0017321430962573014,-0.04051230692216754
2027,173,0.6,0.85,4,4,0.014914141905793215,0.0006892220166996846,0.0018617427646365331,-0.03727953725044084
2028,173,0.6,0.85,4,4,0.01566775867900942,0.0006590772964565426,0.0019967999547502446,-0.033132898683361264
2029,173,0.6,0.85,4,4,0.010996366362712898,0.0009133100547516739,0.0014681494774324616,-0.030380309950269115
2030,173,0.6,0.85,4,4,0.01649110839885104,0.0005536454812265961,0.0019173524155276904,-0.03284436684437295
2031,173,0.6,0.85,4,4,0.014184800232282252,0.0007834137434875315,0.0012558670485042793,-0.03095089390904541
2032,173,0.6,0.85,4,4,0.01253933172508817,0.0006634914192282803,0.0018297142598882317,-0.025221146401582396
2033,173,0.6,0.85,4,4,0.014563404048781616,0.0005907020933283607,0.001751664558291063,-0.041836610139441656
2034,173,0.6,0.85,4,4,0.015931639002923208,0.0008377570717915481,0.0020532612392850885,-0.043187898740638185
2035,173,0.6,0.85,4,4,0.012752195482315118,0.0007323889147084557,0.0016165982190758763,-0.038502699473166355
2036,173,0.6,0.85,4,4,0.013638798316324552,0.000761938850098632,0.001882387203896298,-0.03049423968139027
2037,173,0.6,0.85,4,4,0.015101147378566788,0.0006212481990610028,0.001872749324820434,-0.033889066629451396
2038,173,0.6,0.85,4,4,0.013484346021768786,0.0006885781786368564,0.0012879076138147376,-0.030496833090875468
2039,173,0.6,0.85,4,4,0.015892019128574998,0.0007054806578463935,0.0018623372816214479,-0.040505100127002897
2040,173,0.6,0.85,4,4,0.015982945126707743,0.0006297087471930265,0.0016741438889247397,-0.040576873322307284
2041,173,0.6,0.85,4,4,0.017578446848905076,0.0006129558910736859,0.0020155336575486656,-0.04066606686315137
2042,173,0.6,0.85,4,4,0.015491291552372869,0.0008711510774151724,0.002133821197535036,-0.029553279575995833
2043,173,0.6,0.85,4,4,0.011939226135558176,0.0009857669314907267,0.0011738911193828368,-0.02857690747833085
2044,173,0.6,0.85,4,4,0.01641568021897713,0.0010086219832310087,0.001628695420793994,-0.0333152353601388
2045,173,0.6,0.85,4,4,0.01471710040495649,0.0010671315065318055,0.0016031432940901908,-0.036576463826768726
2046,173,0.6,0.85,4,4,0.013054726160418844,0.00043516571186256873,0.0022255405195851213,-0.040247856503183986
2047,173,0.6,0.85,4,4,0.014642023768812084,0.0011496851706379457,0.0016774634696584319,-0.03859766991897558
2048,173,0.6,0.85,4,4,0.01261851734370833,0.0007588076101375075,0.0013795210860097487,-0.03510913949398197
2049,173,0.6,0.85,4,4,0.014155782090725488,0.0008152334072801806,0.0019590560161871283,-0.022706360172595308
2050,173,0.6,0.85,4,4,0.012003952504907763,0.001023022728272072,0.0009803083289994861,-0.04122308654139143
2051,173,0.6,0.85,4,5,0.013897827613172866,0.0006608708092806781,0.002195003555410131,-0.03407729708850569
2052,173,0.6,0.85,4,5,0.009431279317327715,0.0005618116484423578,0.001178567646433784,-0.037797006973636124
2053,173,0.6,0.85,4,5,0.012936422966327193,0.0006956667641278018,0.0015520260554046518,-0.035305746689448705
2054,173,0.6,0.85,4,5,0.013008488155258896,0.0007762416843934636,0.0016957507079925405,-0.029989733164926445
2055,173,0.6,0.85,4,5,0.014400459188833462,0.0007539381930286033,0.0018296851093688646,-0.03688211244837439
2056,173,0.6,0.85,4,5,0.009854511137409771,0.0010466205726664102,0.001404357668467608,-0.042723020537982104
2057,173,0.6,0.85,4,5,0.010395985076253786,0.0006759122882085853,0.0012843737181180942,-0.040439610493003444
2058,173,0.6,0.85,4,5,0.01384459964792053,0.0005832805683364882,0.002011687146534444,-0.040376060111791255
2059,173,0.6,0.85,4,5,0.011957516016744699,0.0006685203258081756,0.001473952474777906,-0.037017285965072394
2060,173,0.6,0.85,4,5,0.010930528574983962,0.0008076743347214879,0.0016178685232638348,-0.03441509893729464
2061,173,0.6,0.85,4,5,0.012356312760601843,0.0006999243471442347,0.001851771586211584,-0.03581584185851972
2062,173,0.6,0.85,4,5,0.012138009810193008,0.0007458028737057828,0.0016765434637343766,-0.03204287348746332
2063,173,0.6,0.85,4,5,0.011710172408424802,0.000794661886310968,0.0015892728256767733,-0.03151297773534122
2064,173,0.6,0.85,4,5,0.011664964752444006,0.0008285724523334158,0.0018690261593864253,-0.04061164305475548
2065,173,0.6,0.85,4,5,0.01223352186434402,0.0010251592695434916,0.0012196951475082081,-0.031410966227271374
2066,173,0.6,0.85,4,5,0.01161651878536958,0.0009752892868085128,0.0014793294340274853,-0.029392415088112644
2067,173,0.6,0.85,4,5,0.014768866334062066,0.0006333527409356357,0.0025456649597842772,-0.04081153712723849
2068,173,0.6,0.85,4,5,0.009258940245279285,0.0009012661023052385,0.0014194642229209257,-0.03687076083929493
2069,173,0.6,0.85,4,5,0.015325196041025436,0.0008827901931211526,0.0030018484575897284,-0.04406038220853763
2070,173,0.6,0.85,4,5,0.012633859221012692,0.0010484984283918876,0.0011738877640773112,-0.029785140402209948
2071,173,0.6,0.85,4,5,0.009711249629458225,0.0008612351402836138,0.0013035030784385312,-0.025467653526185005
2072,173,0.6,0.85,4,5,0.011589393794070152,0.0007659282870920919,0.0014669641139304775,-0.03356085742436075
2073,173,0.6,0.85,4,5,0.011801870256456412,0.0008026707938573087,0.0014921238057630456,-0.02418102144293082
2074,173,0.6,0.85,4,5,0.012496731707821208,0.0007538088760099686,0.0016930977882126284,-0.0322898638998856
2075,173,0.6,0.85,4,5,0.01100082905028418,0.0008006962028098618,0.0015367547678444005,-0.03626220936090123
2076,173,0.6,0.85,4,5,0.01309458848928018,0.0006455472577648503,0.0026137008924523894,-0.044393197790194
2077,173,0.6,0.85,4,5,0.011936636929669,0.0008352377222941692,0.001389463660134195,-0.02966483953018994
2078,173,0.6,0.85,4,5,0.013584081076834769,0.0008851599902448802,0.0019177803208314025,-0.04065254491286085
2079,173,0.6,0.85,4,5,0.010275238793377805,0.0007720766686505204,0.0016431229171110933,-0.037960658197941706
2080,173,0.6,0.85,4,5,0.009002799461072773,0.0004392781396933224,0.0014353599814362359,-0.0324785779271733
2081,173,0.6,0.85,4,5,0.010773048655216843,0.0008371940564539111,0.0016220925786020806,-0.032576230763270084
2082,173,0.6,0.85,4,5,0.011548889611859852,0.0006108005239702154,0.0015318834030108328,-0.03196296901228234
2083,173,0.6,0.85,4,5,0.009550159148492438,0.0012467504407189531,0.001351935305586034,-0.03225833968524188
2084,173,0.6,0.85,4,5,0.01429902193506018,0.0008028480092257309,0.002354321748565206,-0.02387543195015628
2085,173,0.6,0.85,4,5,0.013230483235022003,0.0008163397942659596,0.0015911959889154726,-0.03861585960387945
2086,173,0.6,0.85,4,5,0.010478419364563587,0.0005358360258240563,0.0017835915994432394,-0.03362404990794636
2087,173,0.6,0.85,4,5,0.01183356786484168,0.0007484496400560236,0.0015198047520523148,-0.031795757812264236
2088,173,0.6,0.85,4,5,0.016043141908735077,0.0006603748393412174,0.002391934652702953,-0.03125842592379299
2089,173,0.6,0.85,4,5,0.015212356284773099,0.0009363866244449931,0.0018673767939868355,-0.03103431884063826
2090,173,0.6,0.85,4,5,0.01149223283075152,0.00041482360016809657,0.0018853693559199444,-0.03343756521316037
2091,173,0.6,0.85,4,5,0.010958840607299927,0.0007600960269393558,0.0016505307268783792,-0.027895286386223683
2092,173,0.6,0.85,4,5,0.011266286880636843,0.0007891748534515373,0.001968581949559168,-0.03828570670149989
2093,173,0.6,0.85,4,5,0.012357845447809195,0.0007497286475302324,0.0014259507373073762,-0.03370321476273843
2094,173,0.6,0.85,4,5,0.014123740510598868,0.0008345598848380412,0.002780592713392891,-0.025151799752385764
2095,173,0.6,0.85,4,5,0.012405635874028534,0.00044075923497172056,0.0018180614506434559,-0.03815133712704972
2096,173,0.6,0.85,4,5,0.013349905399763084,0.0007536604042695493,0.0017797837618236895,-0.034120681539630826
2097,173,0.6,0.85,4,5,0.010987990046068619,0.0007722647790262109,0.0017922381105450215,-0.022321598987319835
2098,173,0.6,0.85,4,5,0.009823109211214948,0.0007922054256205766,0.001106295595860323,-0.034975255010521976
2099,173,0.6,0.85,4,5,0.01140500278839787,0.0005747124185463224,0.0013544364274363965,-0.034468451068209414
2100,173,0.6,0.85,4,5,0.011447178875357279,0.0008304587514411328,0.001496035994139653,-0.03258774497232062
2101,173,0.6,0.85,5,3,0.01778909201704505,0.0007585878258115271,0.0012718250548315944,-0.03749554142509992
2102,173,0.6,0.85,5,3,0.021330393127942503,0.000628911817535476,0.0023909882465380683,-0.029038901106581562
2103,173,0.6,0.85,5,3,0.019207804805231793,0.0007136355577967988,0.0022130628714047665,-0.03341967359655249
