run,retirement-ages,pension-replace-scale,mpc-income,consumer-choices,job-applications,Unemployment,GDP Growth,Inflation,Pension Growth
52,173,0.55,0.8,3,4,0.029192804914548343,0.0006487840513649586,0.002567304866846751,0.0010565196074315227
53,173,0.55,0.8,3,4,0.026453644548067267,0.0004660196379265732,0.002864139804407561,-0.008370426986662521
54,173,0.55,0.8,3,4,0.02941512629033021,0.0006496131234534639,0.0033635063659999474,-0.009491741000776445
55,173,0.55,0.8,3,4,0.029355959568827684,0.0006399956284972309,0.003352021629801909,-0.014097760374765117
56,173,0.55,0.8,3,4,0.025620060991563432,0.0007423369125726225,0.002128650056802662,-0.011799275569045961
57,173,0.55,0.8,3,4,0.02823114689794414,0.0005625001071825873,0.0026083042990253493,-0.007433592197536118
58,173,0.55,0.8,3,4,0.028825711231617458,0.001019705541403764,0.0024751984105945545,0.000739819476128401
59,173,0.55,0.8,3,4,0.027215051437864284,0.0006049230669946727,0.002631589805671217,-0.009299730250586136
60,173,0.55,0.8,3,4,0.02870696081205105,-6.263936212922757e-05,0.002720214618702464,-0.0040636892483738645
61,173,0.55,0.8,3,4,0.030016930114782174,0.0005510740641685362,0.0023502358971192287,-0.012247739573625575
62,173,0.55,0.8,3,4,0.02669877549783567,-0.0001736409395158186,0.0017675656542054704,-0.007968661635764464
63,173,0.55,0.8,3,4,0.025344603452626104,0.00030105975051378925,0.0021919670019312923,-0.008449929769856014
64,173,0.55,0.8,3,4,0.028082844804172696,0.00018831823126715526,0.002521504278471973,-0.006216887080000278
65,173,0.55,0.8,3,4,0.02956461010447701,7.585724802208622e-05,0.002085666970631308,0.0006044723954599554
66,173,0.55,0.8,3,4,0.024329823113498992,0.000882036740784233,0.002753107219939918,0.004752080410094942
